Number,Beam distance,Latitude,Longitude,
516,nan,55.93455660,37.38126900,
517,nan,55.93455660,37.38126890,
518,nan,55.93455650,37.38126890,
519,nan,55.93455650,37.38126890,
520,nan,55.93455650,37.38126890,
521,nan,55.93455650,37.38126890,
522,nan,55.93455650,37.38126890,
523,nan,55.93455650,37.38126890,
524,nan,55.93455650,37.38126890,
525,nan,55.93455650,37.38126890,
526,nan,55.93455650,37.38126890,
527,nan,55.93455650,37.38126890,
528,nan,55.93455650,37.38126880,
529,nan,55.93455650,37.38126880,
530,nan,55.93455650,37.38126880,
531,nan,55.93455650,37.38126880,
532,nan,55.93455650,37.38126880,
533,nan,55.93455650,37.38126880,
534,nan,55.93455650,37.38126880,
535,nan,55.93455650,37.38126880,
536,nan,55.93455650,37.38126880,
537,nan,55.93455650,37.38126880,
538,nan,55.93455650,37.38126880,
539,nan,55.93455650,37.38126880,
540,nan,55.93455650,37.38126880,
541,nan,55.93455650,37.38126880,
542,nan,55.93455650,37.38126880,
543,nan,55.93455640,37.38126870,
544,nan,55.93455640,37.38126870,
545,nan,55.93455640,37.38126870,
546,nan,55.93455640,37.38126870,
547,nan,55.93455640,37.38126870,
548,nan,55.93455640,37.38126870,
549,nan,55.93455640,37.38126870,
550,nan,55.93455640,37.38126870,
551,nan,55.93455640,37.38126870,
552,nan,55.93455640,37.38126870,
553,nan,55.93455640,37.38126870,
554,nan,55.93455640,37.38126870,
555,nan,55.93455640,37.38126870,
556,nan,55.93455640,37.38126870,
557,nan,55.93455640,37.38126870,
558,nan,55.93455640,37.38126870,
559,nan,55.93455640,37.38126860,
560,nan,55.93455640,37.38126860,
561,nan,55.93455640,37.38126860,
562,nan,55.93455640,37.38126860,
563,nan,55.93455640,37.38126860,
564,nan,55.93455640,37.38126860,
565,nan,55.93455640,37.38126860,
566,nan,55.93455640,37.38126860,
567,nan,55.93455640,37.38126860,
568,nan,55.93455640,37.38126860,
569,nan,55.93455640,37.38126860,
570,nan,55.93455640,37.38126860,
571,nan,55.93455640,37.38126860,
572,nan,55.93455640,37.38126850,
573,nan,55.93455640,37.38126850,
574,nan,55.93455640,37.38126850,
575,nan,55.93455640,37.38126850,
576,nan,55.93455640,37.38126850,
577,nan,55.93455640,37.38126850,
578,nan,55.93455640,37.38126850,
579,nan,55.93455640,37.38126850,
580,nan,55.93455640,37.38126850,
581,nan,55.93455630,37.38126850,
582,nan,55.93455630,37.38126850,
583,nan,55.93455630,37.38126850,
584,nan,55.93455630,37.38126850,
585,nan,55.93455630,37.38126850,
586,nan,55.93455630,37.38126850,
587,nan,55.93455630,37.38126850,
588,nan,55.93455630,37.38126850,
589,nan,55.93455630,37.38126850,
590,nan,55.93455630,37.38126850,
591,nan,55.93455630,37.38126850,
592,nan,55.93455630,37.38126850,
593,nan,55.93455630,37.38126850,
594,nan,55.93455630,37.38126850,
595,nan,55.93455630,37.38126840,
596,nan,55.93455630,37.38126840,
597,nan,55.93455630,37.38126840,
598,nan,55.93455630,37.38126840,
599,nan,55.93455630,37.38126840,
600,nan,55.93455630,37.38126840,
601,nan,55.93455630,37.38126840,
602,nan,55.93455630,37.38126840,
603,nan,55.93455630,37.38126840,
604,nan,55.93455630,37.38126840,
605,nan,55.93455630,37.38126840,
606,nan,55.93455630,37.38126840,
607,nan,55.93455630,37.38126840,
608,nan,55.93455630,37.38126840,
609,nan,55.93455630,37.38126840,
610,nan,55.93455630,37.38126840,
611,nan,55.93455630,37.38126840,
612,nan,55.93455630,37.38126840,
613,nan,55.93455630,37.38126840,
614,nan,55.93455630,37.38126840,
615,nan,55.93455630,37.38126840,
616,nan,55.93455630,37.38126840,
617,nan,55.93455630,37.38126840,
618,nan,55.93455630,37.38126840,
619,nan,55.93455630,37.38126840,
620,nan,55.93455630,37.38126840,
621,nan,55.93455630,37.38126840,
622,nan,55.93455630,37.38126840,
623,nan,55.93455630,37.38126840,
624,nan,55.93455630,37.38126840,
625,nan,55.93455630,37.38126840,
626,nan,55.93455630,37.38126840,
627,nan,55.93455630,37.38126840,
628,nan,55.93455630,37.38126840,
629,nan,55.93455630,37.38126840,
630,nan,55.93455630,37.38126840,
631,nan,55.93455630,37.38126840,
632,nan,55.93455630,37.38126840,
633,nan,55.93455630,37.38126840,
634,nan,55.93455630,37.38126840,
635,nan,55.93455630,37.38126840,
636,nan,55.93455630,37.38126840,
637,nan,55.93455630,37.38126840,
638,nan,55.93455630,37.38126840,
639,nan,55.93455630,37.38126840,
640,nan,55.93455630,37.38126840,
641,nan,55.93455630,37.38126840,
642,nan,55.93455630,37.38126840,
643,nan,55.93455630,37.38126840,
644,nan,55.93455630,37.38126840,
645,nan,55.93455630,37.38126840,
646,nan,55.93455630,37.38126840,
647,nan,55.93455630,37.38126840,
648,nan,55.93455630,37.38126840,
649,nan,55.93455630,37.38126840,
650,nan,55.93455630,37.38126840,
651,nan,55.93455630,37.38126840,
652,nan,55.93455630,37.38126840,
653,nan,55.93455630,37.38126840,
654,nan,55.93455630,37.38126840,
655,nan,55.93455630,37.38126840,
656,nan,55.93455630,37.38126840,
657,nan,55.93455630,37.38126840,
658,nan,55.93455630,37.38126840,
659,nan,55.93455630,37.38126840,
660,nan,55.93455630,37.38126840,
661,nan,55.93455630,37.38126840,
662,nan,55.93455630,37.38126840,
663,nan,55.93455640,37.38126840,
664,nan,55.93455640,37.38126840,
665,nan,55.93455640,37.38126840,
666,nan,55.93455640,37.38126840,
667,nan,55.93455640,37.38126840,
668,nan,55.93455630,37.38126840,
669,nan,55.93455630,37.38126840,
670,nan,55.93455630,37.38126840,
671,nan,55.93455630,37.38126840,
672,nan,55.93455630,37.38126840,
673,nan,55.93455630,37.38126840,
674,nan,55.93455630,37.38126840,
675,nan,55.93455630,37.38126840,
676,nan,55.93455630,37.38126840,
677,nan,55.93455630,37.38126840,
678,nan,55.93455630,37.38126840,
679,nan,55.93455630,37.38126840,
680,nan,55.93455630,37.38126840,
681,nan,55.93455630,37.38126840,
682,nan,55.93455630,37.38126840,
683,nan,55.93455630,37.38126840,
684,nan,55.93455630,37.38126840,
685,nan,55.93455630,37.38126840,
686,nan,55.93455630,37.38126840,
687,nan,55.93455630,37.38126840,
688,nan,55.93455630,37.38126840,
689,nan,55.93455630,37.38126840,
690,nan,55.93455630,37.38126840,
691,nan,55.93455630,37.38126840,
692,nan,55.93455630,37.38126840,
693,nan,55.93455630,37.38126840,
694,nan,55.93455630,37.38126840,
695,nan,55.93455630,37.38126840,
696,nan,55.93455630,37.38126840,
697,nan,55.93455630,37.38126840,
698,nan,55.93455630,37.38126840,
699,nan,55.93455630,37.38126840,
700,nan,55.93455630,37.38126840,
701,nan,55.93455630,37.38126840,
702,nan,55.93455630,37.38126840,
703,nan,55.93455630,37.38126840,
704,nan,55.93455630,37.38126840,
705,nan,55.93455630,37.38126840,
706,nan,55.93455630,37.38126840,
707,nan,55.93455630,37.38126840,
708,nan,55.93455630,37.38126840,
709,nan,55.93455630,37.38126840,
710,nan,55.93455630,37.38126840,
711,nan,55.93455630,37.38126840,
712,nan,55.93455630,37.38126840,
713,nan,55.93455630,37.38126840,
714,nan,55.93455630,37.38126840,
715,nan,55.93455630,37.38126840,
716,nan,55.93455630,37.38126840,
717,nan,55.93455630,37.38126840,
718,nan,55.93455630,37.38126840,
719,nan,55.93455630,37.38126840,
720,nan,55.93455630,37.38126840,
721,nan,55.93455630,37.38126840,
722,nan,55.93455630,37.38126840,
723,nan,55.93455630,37.38126840,
724,nan,55.93455630,37.38126840,
725,nan,55.93455630,37.38126840,
726,nan,55.93455630,37.38126840,
727,nan,55.93455630,37.38126840,
728,nan,55.93455630,37.38126840,
729,nan,55.93455630,37.38126840,
730,nan,55.93455630,37.38126840,
731,nan,55.93455630,37.38126840,
732,nan,55.93455630,37.38126840,
733,nan,55.93455630,37.38126840,
734,nan,55.93455630,37.38126840,
735,nan,55.93455630,37.38126840,
736,nan,55.93455630,37.38126840,
737,nan,55.93455630,37.38126840,
738,nan,55.93455630,37.38126840,
739,nan,55.93455630,37.38126840,
740,nan,55.93455630,37.38126840,
741,nan,55.93455630,37.38126840,
742,nan,55.93455630,37.38126840,
743,nan,55.93455630,37.38126840,
744,nan,55.93455630,37.38126840,
745,nan,55.93455630,37.38126840,
746,nan,55.93455630,37.38126840,
747,nan,55.93455630,37.38126840,
748,nan,55.93455630,37.38126840,
749,nan,55.93455630,37.38126840,
750,nan,55.93455630,37.38126840,
751,nan,55.93455630,37.38126840,
752,nan,55.93455630,37.38126840,
753,nan,55.93455630,37.38126840,
754,nan,55.93455630,37.38126840,
755,nan,55.93455630,37.38126840,
756,nan,55.93455630,37.38126840,
757,nan,55.93455630,37.38126840,
758,nan,55.93455630,37.38126840,
759,nan,55.93455630,37.38126850,
760,nan,55.93455630,37.38126850,
761,nan,55.93455630,37.38126850,
762,nan,55.93455630,37.38126850,
763,nan,55.93455630,37.38126850,
764,nan,55.93455630,37.38126850,
765,nan,55.93455630,37.38126850,
766,nan,55.93455630,37.38126850,
767,nan,55.93455630,37.38126850,
768,nan,55.93455630,37.38126850,
769,nan,55.93455630,37.38126850,
770,nan,55.93455630,37.38126850,
771,nan,55.93455630,37.38126850,
772,nan,55.93455630,37.38126850,
773,nan,55.93455630,37.38126850,
774,nan,55.93455630,37.38126850,
775,nan,55.93455630,37.38126850,
776,nan,55.93455630,37.38126850,
777,nan,55.93455630,37.38126850,
778,nan,55.93455630,37.38126850,
779,nan,55.93455630,37.38126850,
780,nan,55.93455630,37.38126850,
781,nan,55.93455630,37.38126850,
782,nan,55.93455630,37.38126850,
783,nan,55.93455630,37.38126850,
784,nan,55.93455630,37.38126850,
785,nan,55.93455630,37.38126850,
786,nan,55.93455630,37.38126850,
787,nan,55.93455630,37.38126850,
788,nan,55.93455630,37.38126850,
789,nan,55.93455630,37.38126850,
790,nan,55.93455630,37.38126850,
791,nan,55.93455630,37.38126850,
792,nan,55.93455630,37.38126850,
793,nan,55.93455630,37.38126850,
794,nan,55.93455630,37.38126850,
795,nan,55.93455630,37.38126850,
796,nan,55.93455630,37.38126850,
797,nan,55.93455630,37.38126850,
798,nan,55.93455630,37.38126850,
799,nan,55.93455630,37.38126850,
800,nan,55.93455630,37.38126850,
801,nan,55.93455630,37.38126850,
802,nan,55.93455630,37.38126850,
803,nan,55.93455630,37.38126850,
804,nan,55.93455630,37.38126850,
805,nan,55.93455630,37.38126850,
806,nan,55.93455630,37.38126850,
807,nan,55.93455630,37.38126850,
808,nan,55.93455630,37.38126850,
809,nan,55.93455630,37.38126850,
810,nan,55.93455630,37.38126850,
811,nan,55.93455630,37.38126850,
812,nan,55.93455630,37.38126850,
813,nan,55.93455630,37.38126850,
814,nan,55.93455630,37.38126850,
815,nan,55.93455630,37.38126850,
816,nan,55.93455630,37.38126850,
817,nan,55.93455630,37.38126850,
818,nan,55.93455630,37.38126860,
819,nan,55.93455630,37.38126860,
820,nan,55.93455630,37.38126860,
821,nan,55.93455630,37.38126860,
822,nan,55.93455630,37.38126860,
823,nan,55.93455630,37.38126860,
824,nan,55.93455630,37.38126860,
825,nan,55.93455630,37.38126860,
826,nan,55.93455630,37.38126860,
827,nan,55.93455630,37.38126860,
828,nan,55.93455630,37.38126860,
829,nan,55.93455630,37.38126860,
830,nan,55.93455630,37.38126860,
831,nan,55.93455630,37.38126860,
832,nan,55.93455630,37.38126860,
833,nan,55.93455630,37.38126860,
834,nan,55.93455630,37.38126860,
835,nan,55.93455630,37.38126860,
836,nan,55.93455630,37.38126860,
837,nan,55.93455630,37.38126860,
838,nan,55.93455630,37.38126860,
839,nan,55.93455630,37.38126860,
840,nan,55.93455630,37.38126860,
841,nan,55.93455630,37.38126850,
842,nan,55.93455630,37.38126850,
843,nan,55.93455630,37.38126850,
844,nan,55.93455630,37.38126850,
845,nan,55.93455630,37.38126850,
846,nan,55.93455630,37.38126850,
847,nan,55.93455630,37.38126850,
848,nan,55.93455630,37.38126850,
849,nan,55.93455630,37.38126850,
850,nan,55.93455630,37.38126850,
851,nan,55.93455630,37.38126850,
852,nan,55.93455630,37.38126850,
853,nan,55.93455630,37.38126850,
854,nan,55.93455630,37.38126850,
855,nan,55.93455630,37.38126850,
856,nan,55.93455630,37.38126850,
857,nan,55.93455630,37.38126850,
858,nan,55.93455630,37.38126850,
859,nan,55.93455630,37.38126850,
860,nan,55.93455630,37.38126850,
861,nan,55.93455630,37.38126850,
862,nan,55.93455630,37.38126850,
863,nan,55.93455630,37.38126850,
864,nan,55.93455630,37.38126850,
865,nan,55.93455630,37.38126850,
866,nan,55.93455630,37.38126850,
867,nan,55.93455630,37.38126850,
868,nan,55.93455630,37.38126850,
869,nan,55.93455630,37.38126850,
870,nan,55.93455630,37.38126850,
871,nan,55.93455630,37.38126850,
872,nan,55.93455620,37.38126850,
873,nan,55.93455620,37.38126850,
874,nan,55.93455620,37.38126850,
875,nan,55.93455620,37.38126850,
876,nan,55.93455620,37.38126850,
877,nan,55.93455620,37.38126850,
878,nan,55.93455620,37.38126850,
879,nan,55.93455620,37.38126850,
880,nan,55.93455620,37.38126850,
881,nan,55.93455620,37.38126850,
882,nan,55.93455620,37.38126850,
883,nan,55.93455620,37.38126850,
884,nan,55.93455620,37.38126850,
885,nan,55.93455620,37.38126850,
886,nan,55.93455620,37.38126850,
887,nan,55.93455620,37.38126850,
888,nan,55.93455620,37.38126850,
889,nan,55.93455620,37.38126850,
890,nan,55.93455620,37.38126850,
891,nan,55.93455620,37.38126850,
892,nan,55.93455620,37.38126850,
893,nan,55.93455620,37.38126850,
894,nan,55.93455620,37.38126850,
895,nan,55.93455620,37.38126850,
896,nan,55.93455620,37.38126850,
897,nan,55.93455620,37.38126850,
898,nan,55.93455620,37.38126850,
899,nan,55.93455620,37.38126850,
900,nan,55.93455620,37.38126850,
901,nan,55.93455620,37.38126850,
902,nan,55.93455620,37.38126850,
903,nan,55.93455620,37.38126850,
904,nan,55.93455620,37.38126850,
905,nan,55.93455620,37.38126850,
906,nan,55.93455620,37.38126850,
907,nan,55.93455620,37.38126850,
908,nan,55.93455620,37.38126850,
909,nan,55.93455620,37.38126850,
910,nan,55.93455620,37.38126850,
911,nan,55.93455620,37.38126850,
912,nan,55.93455620,37.38126850,
913,nan,55.93455620,37.38126850,
914,nan,55.93455620,37.38126850,
915,nan,55.93455620,37.38126850,
916,nan,55.93455620,37.38126850,
917,nan,55.93455620,37.38126850,
918,nan,55.93455620,37.38126850,
919,nan,55.93455620,37.38126850,
920,nan,55.93455620,37.38126850,
921,nan,55.93455620,37.38126850,
922,nan,55.93455620,37.38126850,
923,nan,55.93455620,37.38126850,
924,nan,55.93455620,37.38126850,
925,nan,55.93455620,37.38126850,
926,nan,55.93455620,37.38126850,
927,nan,55.93455620,37.38126850,
928,nan,55.93455620,37.38126850,
929,nan,55.93455610,37.38126850,
930,nan,55.93455610,37.38126850,
931,nan,55.93455610,37.38126850,
932,nan,55.93455610,37.38126850,
933,nan,55.93455610,37.38126850,
934,nan,55.93455610,37.38126850,
935,nan,55.93455610,37.38126850,
936,nan,55.93455610,37.38126850,
937,nan,55.93455610,37.38126850,
938,nan,55.93455610,37.38126850,
939,nan,55.93455610,37.38126850,
940,nan,55.93455610,37.38126850,
941,nan,55.93455610,37.38126850,
942,nan,55.93455610,37.38126850,
943,nan,55.93455610,37.38126850,
944,nan,55.93455610,37.38126850,
945,nan,55.93455610,37.38126850,
946,nan,55.93455610,37.38126850,
947,nan,55.93455610,37.38126850,
948,nan,55.93455610,37.38126850,
949,nan,55.93455610,37.38126850,
950,nan,55.93455610,37.38126850,
951,nan,55.93455610,37.38126850,
952,nan,55.93455610,37.38126850,
953,nan,55.93455610,37.38126850,
954,nan,55.93455610,37.38126850,
955,nan,55.93455610,37.38126850,
956,nan,55.93455610,37.38126850,
957,nan,55.93455610,37.38126850,
958,nan,55.93455610,37.38126850,
959,nan,55.93455610,37.38126850,
960,nan,55.93455610,37.38126850,
961,nan,55.93455610,37.38126850,
962,nan,55.93455610,37.38126850,
963,nan,55.93455610,37.38126850,
964,nan,55.93455610,37.38126850,
965,nan,55.93455610,37.38126850,
966,nan,55.93455610,37.38126850,
967,nan,55.93455610,37.38126850,
968,nan,55.93455610,37.38126850,
969,nan,55.93455610,37.38126850,
970,nan,55.93455610,37.38126850,
971,nan,55.93455610,37.38126850,
972,nan,55.93455610,37.38126850,
973,nan,55.93455610,37.38126850,
974,nan,55.93455610,37.38126850,
975,nan,55.93455610,37.38126850,
976,nan,55.93455610,37.38126850,
977,nan,55.93455610,37.38126850,
978,nan,55.93455610,37.38126850,
979,nan,55.93455610,37.38126850,
980,nan,55.93455610,37.38126850,
981,nan,55.93455610,37.38126850,
982,nan,55.93455610,37.38126860,
983,nan,55.93455610,37.38126860,
984,nan,55.93455610,37.38126860,
985,nan,55.93455610,37.38126860,
986,nan,55.93455610,37.38126860,
987,nan,55.93455610,37.38126860,
988,nan,55.93455610,37.38126860,
989,nan,55.93455610,37.38126860,
990,nan,55.93455610,37.38126860,
991,nan,55.93455610,37.38126860,
992,nan,55.93455610,37.38126860,
993,nan,55.93455610,37.38126860,
994,nan,55.93455610,37.38126860,
995,nan,55.93455610,37.38126860,
996,nan,55.93455610,37.38126860,
997,nan,55.93455610,37.38126860,
998,nan,55.93455610,37.38126860,
999,nan,55.93455610,37.38126860,
1000,nan,55.93455610,37.38126860,
1001,nan,55.93455610,37.38126860,
1002,nan,55.93455610,37.38126860,
1003,nan,55.93455610,37.38126860,
1004,nan,55.93455610,37.38126860,
1005,nan,55.93455610,37.38126860,
1006,nan,55.93455610,37.38126860,
1007,nan,55.93455610,37.38126860,
1008,nan,55.93455610,37.38126860,
1009,nan,55.93455610,37.38126860,
1010,nan,55.93455600,37.38126860,
1011,nan,55.93455600,37.38126860,
1012,nan,55.93455600,37.38126860,
1013,nan,55.93455600,37.38126860,
1014,nan,55.93455600,37.38126860,
1015,nan,55.93455600,37.38126860,
1016,nan,55.93455600,37.38126860,
1017,nan,55.93455600,37.38126860,
1018,nan,55.93455600,37.38126860,
1019,nan,55.93455600,37.38126860,
1020,nan,55.93455600,37.38126860,
1021,nan,55.93455600,37.38126860,
1022,nan,55.93455600,37.38126860,
1023,nan,55.93455600,37.38126860,
1024,nan,55.93455600,37.38126860,
1025,nan,55.93455600,37.38126860,
1026,nan,55.93455600,37.38126860,
1027,nan,55.93455600,37.38126860,
1028,nan,55.93455600,37.38126860,
1029,nan,55.93455600,37.38126860,
1030,nan,55.93455600,37.38126860,
1031,nan,55.93455600,37.38126860,
1032,nan,55.93455600,37.38126860,
1033,nan,55.93455600,37.38126860,
1034,nan,55.93455600,37.38126860,
1035,nan,55.93455600,37.38126860,
1036,nan,55.93455600,37.38126860,
1037,nan,55.93455600,37.38126860,
1038,nan,55.93455600,37.38126860,
1039,nan,55.93455600,37.38126860,
1040,nan,55.93455600,37.38126860,
1041,nan,55.93455600,37.38126860,
1042,nan,55.93455600,37.38126860,
1043,nan,55.93455600,37.38126860,
1044,nan,55.93455600,37.38126860,
1045,nan,55.93455600,37.38126860,
1046,nan,55.93455600,37.38126860,
1047,nan,55.93455600,37.38126860,
1048,nan,55.93455600,37.38126860,
1049,nan,55.93455600,37.38126860,
1050,nan,55.93455600,37.38126860,
1051,nan,55.93455600,37.38126860,
1052,nan,55.93455600,37.38126860,
1053,nan,55.93455600,37.38126860,
1054,nan,55.93455600,37.38126860,
1055,nan,55.93455600,37.38126860,
1056,nan,55.93455600,37.38126860,
1057,nan,55.93455600,37.38126860,
1058,nan,55.93455600,37.38126860,
1059,nan,55.93455600,37.38126860,
1060,nan,55.93455600,37.38126860,
1061,nan,55.93455600,37.38126860,
1062,nan,55.93455600,37.38126860,
1063,nan,55.93455600,37.38126860,
1064,nan,55.93455600,37.38126860,
1065,nan,55.93455600,37.38126870,
1066,nan,55.93455600,37.38126870,
1067,nan,55.93455600,37.38126870,
1068,nan,55.93455600,37.38126870,
1069,nan,55.93455600,37.38126870,
1070,nan,55.93455600,37.38126870,
1071,nan,55.93455600,37.38126870,
1072,nan,55.93455600,37.38126870,
1073,nan,55.93455600,37.38126870,
1074,nan,55.93455600,37.38126870,
1075,nan,55.93455600,37.38126870,
1076,nan,55.93455600,37.38126870,
1077,nan,55.93455600,37.38126870,
1078,nan,55.93455600,37.38126870,
1079,nan,55.93455600,37.38126870,
1080,nan,55.93455600,37.38126870,
1081,nan,55.93455600,37.38126870,
1082,nan,55.93455600,37.38126870,
1083,nan,55.93455600,37.38126870,
1084,nan,55.93455600,37.38126870,
1085,nan,55.93455600,37.38126870,
1086,nan,55.93455600,37.38126870,
1087,nan,55.93455600,37.38126870,
1088,nan,55.93455600,37.38126870,
1089,nan,55.93455600,37.38126870,
1090,nan,55.93455600,37.38126870,
1091,nan,55.93455600,37.38126870,
1092,nan,55.93455600,37.38126870,
1093,nan,55.93455600,37.38126870,
1094,nan,55.93455600,37.38126870,
1095,nan,55.93455600,37.38126870,
1096,nan,55.93455600,37.38126870,
1097,nan,55.93455600,37.38126870,
1098,nan,55.93455600,37.38126870,
1099,nan,55.93455600,37.38126870,
1100,nan,55.93455600,37.38126870,
1101,nan,55.93455600,37.38126870,
1102,nan,55.93455600,37.38126870,
1103,nan,55.93455600,37.38126870,
1104,nan,55.93455600,37.38126870,
1105,nan,55.93455600,37.38126870,
1106,nan,55.93455600,37.38126870,
1107,nan,55.93455600,37.38126870,
1108,nan,55.93455600,37.38126870,
1109,nan,55.93455600,37.38126870,
1110,nan,55.93455600,37.38126870,
1111,nan,55.93455600,37.38126870,
1112,nan,55.93455600,37.38126870,
1113,nan,55.93455600,37.38126870,
1114,nan,55.93455600,37.38126870,
1115,nan,55.93455600,37.38126870,
1116,nan,55.93455600,37.38126870,
1117,nan,55.93455600,37.38126870,
1118,nan,55.93455600,37.38126870,
1119,nan,55.93455600,37.38126870,
1120,nan,55.93455600,37.38126870,
1121,nan,55.93455600,37.38126870,
1122,nan,55.93455600,37.38126870,
1123,nan,55.93455600,37.38126870,
1124,nan,55.93455600,37.38126870,
1125,nan,55.93455600,37.38126870,
1126,nan,55.93455600,37.38126870,
1127,nan,55.93455600,37.38126870,
1128,nan,55.93455600,37.38126870,
1129,nan,55.93455600,37.38126870,
1130,nan,55.93455600,37.38126870,
1131,nan,55.93455600,37.38126870,
1132,nan,55.93455600,37.38126870,
1133,nan,55.93455600,37.38126870,
1134,nan,55.93455600,37.38126870,
1135,nan,55.93455600,37.38126870,
1136,nan,55.93455600,37.38126870,
1137,nan,55.93455600,37.38126870,
1138,nan,55.93455600,37.38126870,
1139,nan,55.93455600,37.38126870,
1140,nan,55.93455600,37.38126870,
1141,nan,55.93455600,37.38126870,
1142,nan,55.93455600,37.38126870,
1143,nan,55.93455600,37.38126870,
1144,nan,55.93455600,37.38126870,
1145,nan,55.93455600,37.38126870,
1146,nan,55.93455600,37.38126870,
1147,nan,55.93455600,37.38126870,
1148,nan,55.93455600,37.38126870,
1149,nan,55.93455600,37.38126870,
1150,nan,55.93455600,37.38126870,
1151,nan,55.93455600,37.38126870,
1152,nan,55.93455600,37.38126870,
1153,nan,55.93455600,37.38126870,
1154,nan,55.93455600,37.38126870,
1155,nan,55.93455600,37.38126870,
1156,nan,55.93455600,37.38126870,
1157,nan,55.93455600,37.38126870,
1158,nan,55.93455600,37.38126870,
1159,nan,55.93455600,37.38126870,
1160,nan,55.93455600,37.38126870,
1161,nan,55.93455600,37.38126870,
1162,nan,55.93455600,37.38126870,
1163,nan,55.93455600,37.38126870,
1164,nan,55.93455600,37.38126870,
1165,nan,55.93455600,37.38126870,
1166,nan,55.93455600,37.38126870,
1167,nan,55.93455600,37.38126870,
1168,nan,55.93455600,37.38126870,
1169,nan,55.93455600,37.38126870,
1170,nan,55.93455600,37.38126870,
1171,nan,55.93455600,37.38126870,
1172,nan,55.93455600,37.38126870,
1173,nan,55.93455600,37.38126880,
1174,nan,55.93455600,37.38126880,
1175,nan,55.93455600,37.38126880,
1176,nan,55.93455600,37.38126880,
1177,nan,55.93455600,37.38126880,
1178,nan,55.93455600,37.38126880,
1179,nan,55.93455600,37.38126880,
1180,nan,55.93455600,37.38126880,
1181,nan,55.93455600,37.38126880,
1182,nan,55.93455600,37.38126880,
1183,nan,55.93455600,37.38126880,
1184,nan,55.93455600,37.38126880,
1185,nan,55.93455600,37.38126880,
1186,nan,55.93455600,37.38126880,
1187,nan,55.93455600,37.38126880,
1188,nan,55.93455600,37.38126880,
1189,nan,55.93455600,37.38126880,
1190,nan,55.93455600,37.38126880,
1191,nan,55.93455600,37.38126880,
1192,nan,55.93455600,37.38126880,
1193,nan,55.93455600,37.38126880,
1194,nan,55.93455600,37.38126880,
1195,nan,55.93455600,37.38126880,
1196,nan,55.93455600,37.38126880,
1197,nan,55.93455600,37.38126880,
1198,nan,55.93455600,37.38126880,
1199,nan,55.93455600,37.38126880,
1200,nan,55.93455600,37.38126880,
1201,nan,55.93455600,37.38126880,
1202,nan,55.93455600,37.38126880,
1203,nan,55.93455600,37.38126880,
1204,nan,55.93455600,37.38126880,
